"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","specExpensesSubject","costAmount","specExpensesMovableSubject","specExpensesRealtySubject","dnt_specExpenses_encoded","specExpensesOtherMovableSubject","type","specExpensesAssetsSubject","iteration","specExpensesOtherRealtySubject","specExpensesOtherSubject","specExpenses","dnt_costAmount_hidden","specOtherExpenses","object_id","person","costsAmount","country","declarant","subjectRelation"
"Кісельов Андрій Миколайович","Верховна Рада України","Народний депутат України","nacp_9a0fd208-25cd-42a2-a822-f1967fbecb95","Кісельов","FALSE","Миколайович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9a0fd208-25cd-42a2-a822-f1967fbecb95","Андрій","Нематеріальні активи",154464,"","","other","","1","оплата за навчання","1522336206659","","","Інше","FALSE","оплата за навчання","1522336206659","","","1","Кісельов Андрій Миколайович",NA
"Кісельов Андрій Миколайович","Верховна Рада України","Народний депутат України","nacp_9a0fd208-25cd-42a2-a822-f1967fbecb95","Кісельов","FALSE","Миколайович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9a0fd208-25cd-42a2-a822-f1967fbecb95","Андрій","Нематеріальні активи",149997,"","","other","","1","оплата за навчання","1522336917621","","","Інше","FALSE","оплата за навчання","1522336917621","","","1","Кісельов Андрій Миколайович",NA
"Кісельов Андрій Миколайович","Верховна Рада України","Народний депутат України","nacp_9a0fd208-25cd-42a2-a822-f1967fbecb95","Кісельов","FALSE","Миколайович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9a0fd208-25cd-42a2-a822-f1967fbecb95","Андрій","Нематеріальні активи",92439,"","","other","","1","оплата за навчання","1522337081219","","","Інше","FALSE","оплата за навчання","1522337081219","","","1","Кісельов Андрій Миколайович",NA
"Кісельов Андрій Миколайович","Верховна Рада України","Народний депутат України","nacp_9a0fd208-25cd-42a2-a822-f1967fbecb95","Кісельов","FALSE","Миколайович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9a0fd208-25cd-42a2-a822-f1967fbecb95","Андрій","Нематеріальні активи",204456,"","","other","","1","оплата за навчання","1522336967706","","","Інше","FALSE","оплата за навчання","1522336967706","","","1","Кісельов Андрій Миколайович",NA
"Кісельов Андрій Миколайович","Верховна Рада України","Народний депутат України","nacp_9a0fd208-25cd-42a2-a822-f1967fbecb95","Кісельов","FALSE","Миколайович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9a0fd208-25cd-42a2-a822-f1967fbecb95","Андрій","Нематеріальні активи",209011,"","","other","","1","оплата за навчання","1522337187126","","","Інше","FALSE","оплата за навчання","1522337187126","","","1","Кісельов Андрій Миколайович",NA
"Кісельов Андрій Миколайович","Верховна Рада України","Народний депутат України","nacp_9a0fd208-25cd-42a2-a822-f1967fbecb95","Кісельов","FALSE","Миколайович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9a0fd208-25cd-42a2-a822-f1967fbecb95","Андрій","Нематеріальні активи",153356,"","","other","","1","оплата за навчання","1522337147413","","","Інше","FALSE","оплата за навчання","1522337147413","","","1","Кісельов Андрій Миколайович",NA
"Кісельов Андрій Миколайович","Верховна Рада України","Народний депутат України","nacp_9a0fd208-25cd-42a2-a822-f1967fbecb95","Кісельов","FALSE","Миколайович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9a0fd208-25cd-42a2-a822-f1967fbecb95","Андрій","Нематеріальні активи",210545,"","","other","","1","оплата за навчання","1522336864532","","","Інше","FALSE","оплата за навчання","1522336864532","","","1","Кісельов Андрій Миколайович",NA
"Кісельов Андрій Миколайович","Верховна Рада України","Народний депутат України","nacp_9a0fd208-25cd-42a2-a822-f1967fbecb95","Кісельов","FALSE","Миколайович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9a0fd208-25cd-42a2-a822-f1967fbecb95","Андрій","Нематеріальні активи",552500,"","","other","","1","сплата податків до державного бюджету України","1486390606835","","","Інше","FALSE","сплата податків до державного бюджету України","1486390606835","","","1","Кісельов Андрій Миколайович",NA
"Кісельов Андрій Миколайович","Верховна Рада України","Народний депутат України","nacp_9a0fd208-25cd-42a2-a822-f1967fbecb95","Кісельов","FALSE","Миколайович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9a0fd208-25cd-42a2-a822-f1967fbecb95","Андрій","Нематеріальні активи",147337,"","","other","","1","оплата за навчання","1522337057031","","","Інше","FALSE","оплата за навчання","1522337057031","","","1","Кісельов Андрій Миколайович",NA
"Клімов Леонід Михайлович","Верховна Рада України","Народний депутат України","nacp_069e37ec-bcf5-4857-988c-26284e70a477","Клімов","FALSE","Михайлович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_069e37ec-bcf5-4857-988c-26284e70a477","Леонід","Рухоме майно",98000,"Цінні папери","","purchase","","1","","1518185094454","","","Придбання","FALSE","","1518185094454","","","1","Клімов Леонід Михайлович",NA
"Клімов Леонід Михайлович","Верховна Рада України","Народний депутат України","nacp_069e37ec-bcf5-4857-988c-26284e70a477","Клімов","FALSE","Михайлович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_069e37ec-bcf5-4857-988c-26284e70a477","Леонід","Рухоме майно",0,"Інше рухоме майно","","property_end","частка в сатутному капіталі ТОВ ПРІНТ ПЛАНЕТ","2","","1486031153724","","","Право власності (у тому числі спільної власності), володіння чи користування суб’єкта декларування припинено","TRUE","","1486031153724",NA,NA,NA,"Клімов Леонід Михайлович",NA
"Клімов Леонід Михайлович","Верховна Рада України","Народний депутат України","nacp_069e37ec-bcf5-4857-988c-26284e70a477","Клімов","FALSE","Михайлович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_069e37ec-bcf5-4857-988c-26284e70a477","Леонід","Рухоме майно",1063728,"Грошові кошти","","other","","1","","1487149912436","","","Інше","FALSE","Податок на землю","1487149912436","","","1","Клімов Леонід Михайлович",NA
"Клімов Леонід Михайлович","Верховна Рада України","Народний депутат України","nacp_069e37ec-bcf5-4857-988c-26284e70a477","Клімов","FALSE","Михайлович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_069e37ec-bcf5-4857-988c-26284e70a477","Леонід","Рухоме майно",228990,"Цінні папери","","purchase","","1","","1518185146214","","","Придбання","FALSE","","1518185146214","","","1","Клімов Леонід Михайлович",NA
"Княжицький Микола Леонідович","Верховна Рада України","народний депутат України, Голова Комітету Веховної Ради України з питань культури і духовності ","nacp_b2de4cbf-2b2d-4096-b680-1567d9eb710c","Княжицький","FALSE","Леонідович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b2de4cbf-2b2d-4096-b680-1567d9eb710c","Микола","Рухоме майно",1112010,"Транспортний засіб","","purchase","","1","","1485965729586","","","Придбання","FALSE","","1485965729586","","","1","Княжицький Микола Леонідович",NA
"Княжицький Микола Леонідович","Верховна Рада України","народний депутат України, Голова Комітету Веховної Ради України з питань культури і духовності ","nacp_b2de4cbf-2b2d-4096-b680-1567d9eb710c","Княжицький","FALSE","Леонідович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b2de4cbf-2b2d-4096-b680-1567d9eb710c","Микола","Рухоме майно",0,"Транспортний засіб","","property_end","","2","","1522254397717","","","Право власності (у тому числі спільної власності), володіння чи користування суб’єкта декларування припинено","TRUE","","1522254397717",NA,NA,NA,"Княжицький Микола Леонідович",NA
"Княжицький Микола Леонідович","Верховна Рада України","народний депутат України, Голова Комітету Веховної Ради України з питань культури і духовності ","nacp_b2de4cbf-2b2d-4096-b680-1567d9eb710c","Княжицький","FALSE","Леонідович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b2de4cbf-2b2d-4096-b680-1567d9eb710c","Микола","Нематеріальні активи",12000000,"","","other","","1","застава за Журило Р. М. відповідно до ухвали суду від 09.03.2017","1522247971063","","","Інше","FALSE","внесення застави ","1522247971063","","","1","Княжицький Микола Леонідович",NA
"Кобцев Михайло Валентинович","Верховна рада України","Народний депутат України","nacp_7cf9aeb9-7f1c-4907-8d7b-47a715e387f9","Кобцев","FALSE","Валентинович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_7cf9aeb9-7f1c-4907-8d7b-47a715e387f9","Михайло","Нерухоме майно",145503,"","Інше нерухоме майно","other","","1","","1521552728748","нежитлова будівля","","Інше","FALSE","Комунальні платежі. Оплата за спожитий природний газ","1521552728748","","","1","Кобцев Михайло Валентинович",NA
"Кобцев Михайло Валентинович","Верховна рада України","Народний депутат України","nacp_7cf9aeb9-7f1c-4907-8d7b-47a715e387f9","Кобцев","FALSE","Валентинович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_7cf9aeb9-7f1c-4907-8d7b-47a715e387f9","Михайло","Нерухоме майно",215587,"","Інше нерухоме майно","other","","1","","1521552872682","нежитлова будівля","","Інше","FALSE","Комунальні платежі. Оплата за спожиту електроенергію","1521552872682","","","1","Кобцев Михайло Валентинович",NA
"Кожем'якін Андрій Анатолійович","Верховна Рада України","народний депутат України","nacp_e9be9403-134b-4167-91c7-4d83494d84cf","Кожем'якін","FALSE","Анатолійович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e9be9403-134b-4167-91c7-4d83494d84cf","Андрій","Нерухоме майно",1129800,"","Інше нерухоме майно","purchase","","1","","1522165181620","машиномісце","","Придбання","FALSE","","1522165181620","","","1","Кожем'якін Андрій Анатолійович",NA
"Кожем'якін Андрій Анатолійович","Верховна Рада України","народний депутат України","nacp_e9be9403-134b-4167-91c7-4d83494d84cf","Кожем'якін","FALSE","Анатолійович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e9be9403-134b-4167-91c7-4d83494d84cf","Андрій","Нерухоме майно",0,"","Квартира","property_start","","2","","1490813971073","","","Суб’єкт декларування набув право власності (у тому числі спільної власності), володіння чи користування","TRUE","","1490813971073",NA,NA,NA,"Кожем'якін Андрій Анатолійович",NA
"Кожем'якін Андрій Анатолійович","Верховна Рада України","народний депутат України","nacp_e9be9403-134b-4167-91c7-4d83494d84cf","Кожем'якін","FALSE","Анатолійович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e9be9403-134b-4167-91c7-4d83494d84cf","Андрій","Нерухоме майно",8801040,"","Квартира","purchase","","1","","1522164959425","","","Придбання","FALSE","","1522164959425","","","1","Кожем'якін Андрій Анатолійович",NA
"Козак Тарас Романович","Верховна Рада України","Народний депутат України","nacp_33f89247-a86c-4119-9843-bdffb96da18d","Козак","FALSE","Романович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_33f89247-a86c-4119-9843-bdffb96da18d","Тарас","Рухоме майно",100000,"Транспортний засіб","","other","","1","","1522074972447","","","Інше","FALSE","Податок за транспортний засіб, отриманий у подарунок у 2016 році","1522074972447","","","1","Козак Тарас Романович",NA
"Козак Тарас Романович","Верховна Рада України","Народний депутат України","nacp_33f89247-a86c-4119-9843-bdffb96da18d","Козак","FALSE","Романович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_33f89247-a86c-4119-9843-bdffb96da18d","Тарас","Рухоме майно",450000,"Грошові кошти","","other","","1","","1477767300130","","","Інше","FALSE","Забезпечення особистої безпеки","1477767300130","","","1","Козак Тарас Романович",NA
"Колєсніков Дмитро Валерійович","Верховна Рада України","народний депутат України","nacp_fd8f5b7e-2650-4f1e-a672-2692a153c1dc","Колєсніков","FALSE","Валерійович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fd8f5b7e-2650-4f1e-a672-2692a153c1dc","Дмитро","Нерухоме майно",191080,"","Інше нерухоме майно","other","","1","","1477530312986","готельний номер","","Інше","FALSE","послуги з винайму готельного номеру","1477530312986","","","1","Колєсніков Дмитро Валерійович",NA
"Кононенко Ігор Віталійович","Верховна Рада України","народний депутат","nacp_dcf3ba41-ac3a-4e60-9f6c-1c12bfbfa83f","Кононенко","FALSE","Віталійович",2018-03-20,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_dcf3ba41-ac3a-4e60-9f6c-1c12bfbfa83f","Ігор","Нерухоме майно",497965,"","Квартира","leasing","","1","","1521463867398","","","Оренда","FALSE","","1521463867398","","","1","Кононенко Ігор Віталійович",NA
"Кононенко Ігор Віталійович","Верховна Рада України","народний депутат","nacp_dcf3ba41-ac3a-4e60-9f6c-1c12bfbfa83f","Кононенко","FALSE","Віталійович",2018-03-20,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_dcf3ba41-ac3a-4e60-9f6c-1c12bfbfa83f","Ігор","Рухоме майно",0,"Грошові кошти","","other","","2","","1490607990084","","","Інше","TRUE","договір банківського вкладу","1490607990084",NA,NA,NA,"Кононенко Ігор Віталійович",NA
"Кононенко Ігор Віталійович","Верховна Рада України","народний депутат","nacp_dcf3ba41-ac3a-4e60-9f6c-1c12bfbfa83f","Кононенко","FALSE","Віталійович",2018-03-20,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_dcf3ba41-ac3a-4e60-9f6c-1c12bfbfa83f","Ігор","Нерухоме майно",0,"","Житловий будинок","property_end","","2","","1521466610436","","","Право власності (у тому числі спільної власності), володіння чи користування суб’єкта декларування припинено","TRUE","","1521466610436",NA,NA,NA,"Кононенко Ігор Віталійович",NA
"Кононенко Ігор Віталійович","Верховна Рада України","народний депутат","nacp_dcf3ba41-ac3a-4e60-9f6c-1c12bfbfa83f","Кононенко","FALSE","Віталійович",2018-03-20,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_dcf3ba41-ac3a-4e60-9f6c-1c12bfbfa83f","Ігор","Нерухоме майно",180000,"","Інше нерухоме майно","leasing","","1","","1521463824002","громадська приймальня","","Оренда","FALSE","","1521463824002","","","1","Кононенко Ігор Віталійович",NA
"Кононенко Ігор Віталійович","Верховна Рада України","народний депутат","nacp_dcf3ba41-ac3a-4e60-9f6c-1c12bfbfa83f","Кононенко","FALSE","Віталійович",2018-03-20,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_dcf3ba41-ac3a-4e60-9f6c-1c12bfbfa83f","Ігор","Нерухоме майно",0,"","Земельна ділянка","property_end","","2","","1521466599108","","","Право власності (у тому числі спільної власності), володіння чи користування суб’єкта декларування припинено","TRUE","","1521466599108",NA,NA,NA,"Кононенко Ігор Віталійович",NA
"Кононенко Ігор Віталійович","Верховна Рада України","народний депутат","nacp_dcf3ba41-ac3a-4e60-9f6c-1c12bfbfa83f","Кононенко","FALSE","Віталійович",2018-03-20,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_dcf3ba41-ac3a-4e60-9f6c-1c12bfbfa83f","Ігор","Нерухоме майно",0,"","Квартира","property_end","","2","","1521471642391","","","Право власності (у тому числі спільної власності), володіння чи користування суб’єкта декларування припинено","TRUE","","1521471642391",NA,NA,NA,"Кононенко Ігор Віталійович",NA
"Кононенко Ігор Віталійович","Верховна Рада України","народний депутат","nacp_dcf3ba41-ac3a-4e60-9f6c-1c12bfbfa83f","Кононенко","FALSE","Віталійович",2018-03-20,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_dcf3ba41-ac3a-4e60-9f6c-1c12bfbfa83f","Ігор","Нерухоме майно",0,"","Інше нерухоме майно","property_end","","2","","1521466621399","домоволодіння","","Право власності (у тому числі спільної власності), володіння чи користування суб’єкта декларування припинено","TRUE","","1521466621399",NA,NA,NA,"Кононенко Ігор Віталійович",NA
"Кононенко Ігор Віталійович","Верховна Рада України","народний депутат","nacp_dcf3ba41-ac3a-4e60-9f6c-1c12bfbfa83f","Кононенко","FALSE","Віталійович",2018-03-20,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_dcf3ba41-ac3a-4e60-9f6c-1c12bfbfa83f","Ігор","Нематеріальні активи",1403799,"","","other","","1","благодійність","1490363518172","","","Інше","FALSE","благодійний внесок","1490363518172","","","1","Кононенко Ігор Віталійович",NA
"Кононенко Ігор Віталійович","Верховна Рада України","народний депутат","nacp_dcf3ba41-ac3a-4e60-9f6c-1c12bfbfa83f","Кононенко","FALSE","Віталійович",2018-03-20,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_dcf3ba41-ac3a-4e60-9f6c-1c12bfbfa83f","Ігор","Нерухоме майно",0,"","Земельна ділянка","property_end","","2","","1521466558601","","","Право власності (у тому числі спільної власності), володіння чи користування суб’єкта декларування припинено","TRUE","","1521466558601",NA,NA,NA,"Кононенко Ігор Віталійович",NA
"Кононенко Ігор Віталійович","Верховна Рада України","народний депутат","nacp_dcf3ba41-ac3a-4e60-9f6c-1c12bfbfa83f","Кононенко","FALSE","Віталійович",2018-03-20,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_dcf3ba41-ac3a-4e60-9f6c-1c12bfbfa83f","Ігор","Нерухоме майно",1193325,"","Житловий будинок","leasing","","1","","1521463937428","","","Оренда","FALSE","","1521463937428","","","1","Кононенко Ігор Віталійович",NA
"Кононенко Ігор Віталійович","Верховна Рада України","народний депутат","nacp_dcf3ba41-ac3a-4e60-9f6c-1c12bfbfa83f","Кононенко","FALSE","Віталійович",2018-03-20,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_dcf3ba41-ac3a-4e60-9f6c-1c12bfbfa83f","Ігор","Нематеріальні активи",596580,"","","other","","1","косультації в сфері права","1490284815817","","","Інше","FALSE","послуги","1490284815817","","","1","Кононенко Ігор Віталійович",NA
"Кононенко Ігор Віталійович","Верховна Рада України","народний депутат","nacp_dcf3ba41-ac3a-4e60-9f6c-1c12bfbfa83f","Кононенко","FALSE","Віталійович",2018-03-20,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_dcf3ba41-ac3a-4e60-9f6c-1c12bfbfa83f","Ігор","Нематеріальні активи",428535,"","","other","","1","здобуття освіти","1490285238454","","","Інше","FALSE","послуги","1490285238454","","","1","Кононенко Ігор Віталійович",NA
"Кононенко Ігор Віталійович","Верховна Рада України","народний депутат","nacp_dcf3ba41-ac3a-4e60-9f6c-1c12bfbfa83f","Кононенко","FALSE","Віталійович",2018-03-20,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_dcf3ba41-ac3a-4e60-9f6c-1c12bfbfa83f","Ігор","Нематеріальні активи",668655,"","","other","","1","авіаперевезення","1490363316028","","","Інше","FALSE","про надання послуг щодо організації авіаперевезання","1490363316028","","","1","Кононенко Ігор Віталійович",NA
"Кононенко Ігор Віталійович","Верховна Рада України","народний депутат","nacp_dcf3ba41-ac3a-4e60-9f6c-1c12bfbfa83f","Кононенко","FALSE","Віталійович",2018-03-20,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_dcf3ba41-ac3a-4e60-9f6c-1c12bfbfa83f","Ігор","Нерухоме майно",0,"","Житловий будинок","property_start","","2","","1521466503590","","","Суб’єкт декларування набув право власності (у тому числі спільної власності), володіння чи користування","TRUE","","1521466503590",NA,NA,NA,"Кононенко Ігор Віталійович",NA
"Константіновський Вячеслав Леонідович","Верховна Рада України","Народний Депутат України","nacp_00e83221-8726-4bb6-9436-87a250cc46ec","Константіновський","TRUE","Леонідович",2018-04-05,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_00e83221-8726-4bb6-9436-87a250cc46ec","Вячеслав","Нематеріальні активи",22300,"","","purchase","","1","Авіаквітки","1520868048647","","","Придбання","FALSE","","1520868048647","","","1","Константіновський Вячеслав Леонідович",NA
"Константіновський Вячеслав Леонідович","Верховна Рада України","Народний Депутат України","nacp_00e83221-8726-4bb6-9436-87a250cc46ec","Константіновський","TRUE","Леонідович",2018-04-05,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_00e83221-8726-4bb6-9436-87a250cc46ec","Вячеслав","Нематеріальні активи",73600,"","","purchase","","1","авіаквітки","1520868310182","","","Придбання","FALSE","","1520868310182","","","1","Константіновський Вячеслав Леонідович",NA
"Константіновський Вячеслав Леонідович","Верховна Рада України","Народний Депутат України","nacp_00e83221-8726-4bb6-9436-87a250cc46ec","Константіновський","TRUE","Леонідович",2018-04-05,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_00e83221-8726-4bb6-9436-87a250cc46ec","Вячеслав","Нематеріальні активи",169038,"","","other","","1","перерахування заробітної плати Народного Депутата на благодійність","1522941937840","","","Інше","FALSE","благодійний внесок","1522941937840","","","1","Константіновський Вячеслав Леонідович",NA
"Константіновський Вячеслав Леонідович","Верховна Рада України","Народний Депутат України","nacp_00e83221-8726-4bb6-9436-87a250cc46ec","Константіновський","TRUE","Леонідович",2018-04-05,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_00e83221-8726-4bb6-9436-87a250cc46ec","Вячеслав","Рухоме майно",2406000,"Транспортний засіб","","purchase","","1","","1477664496596","","","Придбання","FALSE","","1477664496596","","","1","Константіновський Вячеслав Леонідович",NA
"Константіновський Вячеслав Леонідович","Верховна Рада України","Народний Депутат України","nacp_00e83221-8726-4bb6-9436-87a250cc46ec","Константіновський","TRUE","Леонідович",2018-04-05,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_00e83221-8726-4bb6-9436-87a250cc46ec","Вячеслав","Рухоме майно",0,"Транспортний засіб","","property_end","","2","","1490200447250","","","Право власності (у тому числі спільної власності), володіння чи користування суб’єкта декларування припинено","TRUE","","1490200447250",NA,NA,NA,"Константіновський Вячеслав Леонідович",NA
"Константіновський Вячеслав Леонідович","Верховна Рада України","Народний Депутат України","nacp_00e83221-8726-4bb6-9436-87a250cc46ec","Константіновський","TRUE","Леонідович",2018-04-05,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_00e83221-8726-4bb6-9436-87a250cc46ec","Вячеслав","Нерухоме майно",92150,"","Інше нерухоме майно","other","","1","","1520868224198","Номер в готелі","","Інше","FALSE","Проживання в готелі","1520868224198","","","149","Константіновський Вячеслав Леонідович",NA
"Константіновський Вячеслав Леонідович","Верховна Рада України","Народний Депутат України","nacp_00e83221-8726-4bb6-9436-87a250cc46ec","Константіновський","TRUE","Леонідович",2018-04-05,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_00e83221-8726-4bb6-9436-87a250cc46ec","Вячеслав","Нематеріальні активи",36200,"","","purchase","","1","авіаквітки","1520867833577","","","Придбання","FALSE","","1520867833577","","","1","Константіновський Вячеслав Леонідович",NA
"Константіновський Вячеслав Леонідович","Верховна Рада України","Народний Депутат України","nacp_00e83221-8726-4bb6-9436-87a250cc46ec","Константіновський","TRUE","Леонідович",2018-04-05,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_00e83221-8726-4bb6-9436-87a250cc46ec","Вячеслав","Нематеріальні активи",534804,"","","purchase","","1","оплата туристичних послуг (авіаквітки та перебування у готелі)","1520868014090","","","Придбання","FALSE","","1520868014090","","","1","Константіновський Вячеслав Леонідович",NA
"Константіновський Вячеслав Леонідович","Верховна Рада України","Народний Депутат України","nacp_00e83221-8726-4bb6-9436-87a250cc46ec","Константіновський","TRUE","Леонідович",2018-04-05,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_00e83221-8726-4bb6-9436-87a250cc46ec","Вячеслав","Нерухоме майно",0,"","Квартира","property_end","","2","","1490200525214","","","Право власності (у тому числі спільної власності), володіння чи користування суб’єкта декларування припинено","TRUE","","1490200525214",NA,NA,NA,"Константіновський Вячеслав Леонідович",NA
"Константіновський Вячеслав Леонідович","Верховна Рада України","Народний Депутат України","nacp_00e83221-8726-4bb6-9436-87a250cc46ec","Константіновський","TRUE","Леонідович",2018-04-05,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_00e83221-8726-4bb6-9436-87a250cc46ec","Вячеслав","Нерухоме майно",206960,"","Інше нерухоме майно","other","","1","","1520868380118","Номер в готелі","","Інше","FALSE","проживання в готелі","1520868380118","","","87","Константіновський Вячеслав Леонідович",NA
"Константіновський Вячеслав Леонідович","Верховна Рада України","Народний Депутат України","nacp_00e83221-8726-4bb6-9436-87a250cc46ec","Константіновський","TRUE","Леонідович",2018-04-05,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_00e83221-8726-4bb6-9436-87a250cc46ec","Вячеслав","Рухоме майно",160199,"Ювелірні вироби","","other","","1","","1520868142213","","","Інше","FALSE","оплата вартості придбання ювелірного виробу для дружини","1520868142213","","","149","Константіновський Вячеслав Леонідович",NA
"Король Віктор Миколайович","Верховна рада України","народний депутат України","nacp_1a24cba3-68ea-455c-bb78-8ddcfc4c568b","Король","FALSE","Миколайович",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_1a24cba3-68ea-455c-bb78-8ddcfc4c568b","Віктор","Нерухоме майно",0,"","Земельна ділянка","other","","2","","1521625098046","","","Інше","TRUE","суперфіція, договір 2016 року","1521625098046",NA,NA,NA,"Король Віктор Миколайович",NA
"Корчик Віталій Андрійович","Верховна Рада України","Народний депутат України","nacp_5230e9ec-ebce-49c2-b807-839bd5d3269a","Корчик","FALSE","Андрійович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5230e9ec-ebce-49c2-b807-839bd5d3269a","Віталій","Нерухоме майно",0,"","Квартира","property_start","","2","","1522163248944","","","Суб’єкт декларування набув право власності (у тому числі спільної власності), володіння чи користування","TRUE","","1522163248944",NA,NA,NA,"Корчик Віталій Андрійович",NA
"Котвіцький Ігор Олександрович","Верховна Рада України","Народний депутат України","nacp_cc3adf4b-bf24-4251-9e65-7fefd0b62f34","Котвіцький","FALSE","Олександрович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cc3adf4b-bf24-4251-9e65-7fefd0b62f34","Ігор","Рухоме майно",100000,"Грошові кошти","","other","","1","","1490780397317","","","Інше","FALSE","Благодійна допомога","1490780397317","","","1","Котвіцький Ігор Олександрович",NA
"Котвіцький Ігор Олександрович","Верховна Рада України","Народний депутат України","nacp_cc3adf4b-bf24-4251-9e65-7fefd0b62f34","Котвіцький","FALSE","Олександрович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cc3adf4b-bf24-4251-9e65-7fefd0b62f34","Ігор","Рухоме майно",1086000,"Грошові кошти","","other","","1","","1490352471003","","","Інше","FALSE","Перерахування грошових коштів родичу першого ступеня споріднення","1490352471003","","","1","Котвіцький Ігор Олександрович",NA
"Котвіцький Ігор Олександрович","Верховна Рада України","Народний депутат України","nacp_cc3adf4b-bf24-4251-9e65-7fefd0b62f34","Котвіцький","FALSE","Олександрович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cc3adf4b-bf24-4251-9e65-7fefd0b62f34","Ігор","Рухоме майно",2133800,"Інше рухоме майно","","other","Майнові права","1","","1490353005074","","","Інше","FALSE","Попередня оплата","1490353005074","","","1","Котвіцький Ігор Олександрович",NA
"Котвіцький Ігор Олександрович","Верховна Рада України","Народний депутат України","nacp_cc3adf4b-bf24-4251-9e65-7fefd0b62f34","Котвіцький","FALSE","Олександрович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cc3adf4b-bf24-4251-9e65-7fefd0b62f34","Ігор","Рухоме майно",500000,"Грошові кошти","","other","","1","","1521212454431","","","Інше","FALSE","Благодійна допомога","1521212454431","","","1","Котвіцький Ігор Олександрович",NA
