"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","emitent_ukr_fullname","dnt_objectType_encoded","emitent_ua_middlename","emitent_ua_lastname","dnt_is_foreign","emitent_eng_company_address","dateOrigin","emitent_ua_company_name","emitent_ukr_company_address","emitent_ua_firstname","person","emitent_ukr_company_name","emitent_ua_sameRegLivingAddress","ownerThirdPerson","guarantor_exist_","ownerThirdPersonThing","sizeObligation","emitent_eng_fullname","emitent_eng_company_name","guarantor_realty_exist_","dnt_sizeObligation_hidden","currency","emitent_eng_company_code","margin.emitent","emitent_ua_company_code","otherObjectType","iteration","objectType","emitent_citizen","object_id","emitent_ua_taxNumber_extendedstatus","emitent_ua_regAddress_extendedstatus","emitent_ua_actualAddress_extendedstatus","emitent_ua_birthday_extendedstatus","emitent_ua_company_code_extendedstatus","emitent_eng_company_code_extendedstatus","emitent_eng_taxNumber_extendedstatus","margin.emitent_extendedstatus","dateOrigin_extendedstatus","emitent_ukr_regAddress_extendedstatus","emitent_eng_regAddress_extendedstatus","emitent_ua_middlename_extendedstatus","emitent_ukr_company_address_extendedstatus","emitent_eng_company_address_extendedstatus","declarant","subjectRelation","in_hryvnias"
"Ляшко Олег Валерійович","Верховна Рада України ","Член Комітету Верховної Ради України з питань податкової та митної політики, Голова депутатської фракції ""Радикальна партія Олега Ляшка""","nacp_f939c3e6-22b7-4349-8ab0-fb3a6dcdf135","Ляшко","TRUE","Валерійович",2018-04-07,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f939c3e6-22b7-4349-8ab0-fb3a6dcdf135","Олег","","other","Валентинович","Савицький","FALSE","",2017-01-30,"","","Артем","1","","FALSE","","FALSE","",649600,"","","FALSE","FALSE","UAH","","j","","Договір купівлі-продажу земельної ділянки","1523089405992","Інше","Громадянин України","1523089405992",NA,"2","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ляшко Олег Валерійович",NA,649600
"Ляшко Олег Валерійович","Верховна Рада України ","Член Комітету Верховної Ради України з питань податкової та митної політики, Голова депутатської фракції ""Радикальна партія Олега Ляшка""","nacp_f939c3e6-22b7-4349-8ab0-fb3a6dcdf135","Ляшко","TRUE","Валерійович",2018-04-07,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f939c3e6-22b7-4349-8ab0-fb3a6dcdf135","Олег","","loans_received","Олександрівна","Сайранен","FALSE","",2016-08-01,"","","Росіта","1489990586627","","FALSE","","FALSE","",60000,"","","FALSE","FALSE","USD","","j","","","1490002656555","Отримані позики","Громадянин України","1490002656555","2","2","2","2",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"Сайранен Росіта Олександрівна","особи, які спільно проживають, але не перебувають у шлюбі",1684033.38
"Мамчур Юлій Валерійович","Верховна Рада України","Народний депутат України","nacp_34ea6277-9752-4208-b4bf-0ccd37e36bf2","Мамчур","FALSE","Валерійович",2018-02-15,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_34ea6277-9752-4208-b4bf-0ccd37e36bf2","Юлій","","loans_received","Іванівна","Мамчур","FALSE","",2016-01-05,"","","Неля","1","","FALSE","","FALSE","",355000,"","","FALSE","FALSE","UAH","","j","","","1489510948326","Отримані позики","Громадянин України","1489510948326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Мамчур Юлій Валерійович",NA,355000
"Мамчур Юлій Валерійович","Верховна Рада України","Народний депутат України","nacp_34ea6277-9752-4208-b4bf-0ccd37e36bf2","Мамчур","FALSE","Валерійович",2018-02-15,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_34ea6277-9752-4208-b4bf-0ccd37e36bf2","Юлій","","loans_paid","Іванівна","Мамчур","FALSE","",2017-12-27,"","","Неля","1","","FALSE","","FALSE","",55000,"","","FALSE","FALSE","UAH","","j","","","1489511380611","Розмір сплачених коштів в рахунок основної суми позики (кредиту)","Громадянин України","1489511380611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Мамчур Юлій Валерійович",NA,55000
"Мартиняк Сергій Васильович","Верховна Рада України","Народний депутат УКраїни","nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","Мартиняк","FALSE","Васильович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","Сергій","","loans_received","","","FALSE","",2015-04-15,"ТОВ ""Агідель""","","","1","","","","FALSE","",8915173,"","","FALSE","FALSE","UAH","","j","32498835","","1477373144125","Отримані позики","Юридична особа, зареєстрована в Україні","1477373144125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Мартиняк Сергій Васильович",NA,8915173
"Матвієнко Анатолій Сергійович","Верховна Рада України","Народний депутат України","nacp_978dfd1c-b062-48a5-9f16-1835e28d4dd2","Матвієнко","FALSE","Сергійович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_978dfd1c-b062-48a5-9f16-1835e28d4dd2","Анатолій","","informal_loans","Ярославович","Крупчак","FALSE","",2015-06-02,"","","Володимир","1477499225794","","TRUE","","FALSE","",4216997,"","","TRUE","FALSE","UAH","","j","","","1477511919051","Кошти, позичені суб'єкту декларування або члену його сім'ї іншими особами","Громадянин України","1477511919051",NA,NA,"2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Матвієнко Ольга Василівна","дружина",4216997
"Медуниця Олег Вячеславович","Верховна Рада України","народний депутат України","nacp_9c578828-1e9f-49df-aa91-0c2f50d8692c","Медуниця","FALSE","Вячеславович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9c578828-1e9f-49df-aa91-0c2f50d8692c","Олег","","loans_received","","","FALSE","",2013-11-12,"АБ ""Укргазбанк""","","","1477711486165","","","","TRUE","",145214,"","","TRUE","FALSE","UAH","","j","23697280","","1477713827195","Отримані кредити","Юридична особа, зареєстрована в Україні","1477713827195",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Вітер Вікторія Ігорівна","дружина",145214
"Мельниченко Володимир Володимирович","Верховна Рада України","Народний депутат України","nacp_89b5f53a-9483-4485-8946-e7556b6ec120","Мельниченко","FALSE","Володимирович",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_89b5f53a-9483-4485-8946-e7556b6ec120","Володимир","","other","","","FALSE","",2008-03-27,"Кам""янець-Подільське відділення ХОД Райфайзен Банк Аваль","","","1","","","","FALSE","",300000,"","","TRUE","FALSE","UAH","","j","","договір іпотеки, 634","1477462101314","Інше","Юридична особа, зареєстрована в Україні","1477462101314",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Мельниченко Володимир Володимирович",NA,300000
"Мірошніченко Іван Володимирович","Верховна Рада України","Народний депутат України","nacp_355b2b96-4ef1-47a0-a5bb-c5040b63d65e","Мірошніченко","FALSE","Володимирович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_355b2b96-4ef1-47a0-a5bb-c5040b63d65e","Іван","","loans_received","Володимирович","Мірошніченко","FALSE","",2016-10-24,"","","Вадим","1476871311000","","FALSE","","FALSE","",1500000,"","","FALSE","FALSE","UAH","","j","","","1490716906601","Отримані позики","Громадянин України","1490716906601",NA,NA,"2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Мірошніченко Наталія Володимирівна","дружина",1500000
"Молоток Ігор Федорович","Верховна Рада України","Народний Депутат України","nacp_d0b7592b-dba1-4f1c-be5d-37f9a51be608","Молоток","FALSE","Федорович",2018-03-20,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d0b7592b-dba1-4f1c-be5d-37f9a51be608","Ігор","","loans_received","","","FALSE","",2017-06-27,"ТОВ ""Агрофірма ""Весна""","","","1490296629611","","","","FALSE","",2500000,"","","FALSE","FALSE","UAH","","j","30869160","","1521545415494","Отримані позики","Юридична особа, зареєстрована в Україні","1521545415494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Молоток Алла Олександрівна","дружина",2500000
"Молоток Ігор Федорович","Верховна Рада України","Народний Депутат України","nacp_d0b7592b-dba1-4f1c-be5d-37f9a51be608","Молоток","FALSE","Федорович",2018-03-20,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d0b7592b-dba1-4f1c-be5d-37f9a51be608","Ігор","","loans_received","","","FALSE","",2017-09-14,"ТОВ ""Агрофірма ""Весна""","","","1490296629611","","","","FALSE","",203000,"","","FALSE","FALSE","UAH","","j","30869160","","1521545801912","Отримані позики","Юридична особа, зареєстрована в Україні","1521545801912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Молоток Алла Олександрівна","дружина",203000
"Молоток Ігор Федорович","Верховна Рада України","Народний Депутат України","nacp_d0b7592b-dba1-4f1c-be5d-37f9a51be608","Молоток","FALSE","Федорович",2018-03-20,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d0b7592b-dba1-4f1c-be5d-37f9a51be608","Ігор","","loans_received","","","FALSE","",2016-09-08,"ТОВ ""АГРОФІРМА ""ВЕСНА""","","","1490296629611","","","","FALSE","",960000,"","","FALSE","FALSE","UAH","","j","30869160","","1490306373714","Отримані позики","Юридична особа, зареєстрована в Україні","1490306373714",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Молоток Алла Олександрівна","дружина",960000
"Молоток Ігор Федорович","Верховна Рада України","Народний Депутат України","nacp_d0b7592b-dba1-4f1c-be5d-37f9a51be608","Молоток","FALSE","Федорович",2018-03-20,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d0b7592b-dba1-4f1c-be5d-37f9a51be608","Ігор","","loans_received","","","FALSE","",2015-12-14,"ТОВ ""АГРОФІРМА ""ВЕСНА""","","","1490296629611","","","","FALSE","",3400000,"","","FALSE","FALSE","UAH","","j","30869160","","1490306219703","Отримані позики","Юридична особа, зареєстрована в Україні","1490306219703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Молоток Алла Олександрівна","дружина",3400000
"Мураєв Євгеній Володимирович","Верховна Рада України","Народний депутат України","nacp_dfb1ffc8-bd6a-4c31-8ec4-f036325304af","Мураєв","FALSE","Володимирович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_dfb1ffc8-bd6a-4c31-8ec4-f036325304af","Євгеній","","loans_paid","","","FALSE","",2006-12-14,"ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ДЕЛЬТА БАНК""","","","1","","","","FALSE","",128242,"","","TRUE","FALSE","UAH","","j","34047020","","1477738782687","Розмір сплачених коштів в рахунок основної суми позики (кредиту)","Юридична особа, зареєстрована в Україні","1477738782687",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Мураєв Євгеній Володимирович",NA,128242
"Мураєв Євгеній Володимирович","Верховна Рада України","Народний депутат України","nacp_dfb1ffc8-bd6a-4c31-8ec4-f036325304af","Мураєв","FALSE","Володимирович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_dfb1ffc8-bd6a-4c31-8ec4-f036325304af","Євгеній","","loans_paid","","","FALSE","",2006-12-14,"ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ДЕЛЬТА БАНК""","","","1","","","","FALSE","",509958,"","","TRUE","FALSE","UAH","","j","34047020","","1477740551704","Розмір сплачених коштів в рахунок процентів за позикою (кредитом)","Юридична особа, зареєстрована в Україні","1477740551704",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Мураєв Євгеній Володимирович",NA,509958
"Мушак Олексій Петрович","Верховна Рада України","Народний депутат України","nacp_ed227efc-42ab-4f2c-aea1-d8cc559b2b0a","Мушак","TRUE","Петрович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ed227efc-42ab-4f2c-aea1-d8cc559b2b0a","Олексій","Томаш Фіала","loans_paid","","","TRUE","",2014-10-09,"","","","1","","","","FALSE","",830672,"Tomash Fiala","","FALSE","FALSE","UAH","","j","","","1522414864521","Розмір сплачених коштів в рахунок основної суми позики (кредиту)","Іноземний громадянин","1522414864521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Мушак Олексій Петрович",NA,830672
"Мушак Олексій Петрович","Верховна Рада України","Народний депутат України","nacp_ed227efc-42ab-4f2c-aea1-d8cc559b2b0a","Мушак","TRUE","Петрович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ed227efc-42ab-4f2c-aea1-d8cc559b2b0a","Олексій","Томаш Фіала","loans_received","","","TRUE","",2014-10-09,"","","","1","","","","FALSE","",2298968,"Tomash Fiala","","FALSE","FALSE","UAH","","j","","","1490754281896","Отримані позики","Іноземний громадянин","1490754281896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Мушак Олексій Петрович",NA,2298968
"Негой Федір Федорович","Верховна Рада України","Народний депутат України","nacp_f4a615e3-6d73-453d-bba4-445ca1278b0e","Негой","FALSE","Федорович",2018-03-15,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f4a615e3-6d73-453d-bba4-445ca1278b0e","Федір","","loans_received","Олександрович","Гульченко ","FALSE","",2016-10-17,"","","Сергій ","1","","FALSE","","FALSE","",858000,"","","FALSE","FALSE","UAH","","j","","","1490014828068","Отримані позики","Громадянин України","1490014828068",NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Негой Федір Федорович",NA,858000
"Недава Олег Анатолійович","Верховна Рада України","народний депутат","nacp_fd75eae9-1521-419c-8dc4-325e3d7c09b3","Недава","FALSE","Анатолійович",2018-03-20,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fd75eae9-1521-419c-8dc4-325e3d7c09b3","Олег","","loans_paid","","","FALSE","",2017-12-31,"ПАТ УКРСИББАНК","","","1","","","","TRUE","",10520,"","","TRUE","FALSE","USD","","j","09807750","","1472829351594","Розмір сплачених коштів в рахунок процентів за позикою (кредитом)","Юридична особа, зареєстрована в Україні","1472829351594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Недава Олег Анатолійович",NA,295267.19
"Недава Олег Анатолійович","Верховна Рада України","народний депутат","nacp_fd75eae9-1521-419c-8dc4-325e3d7c09b3","Недава","FALSE","Анатолійович",2018-03-20,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fd75eae9-1521-419c-8dc4-325e3d7c09b3","Олег","","loans_paid","","","FALSE","",2017-12-31,"ПАТ УКРСИББАНК","","","1","","","","TRUE","",7480,"","","TRUE","FALSE","USD","","j","09807750","","1472829127437","Розмір сплачених коштів в рахунок основної суми позики (кредиту)","Юридична особа, зареєстрована в Україні","1472829127437",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Недава Олег Анатолійович",NA,209942.83
"Нечаєв Олександр Ігоревич","Верховна Рада України","Народний депутат України","nacp_45c15f25-584e-4cc1-adb8-9f9747b22946","Нечаєв","FALSE","Ігоревич",2018-03-05,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_45c15f25-584e-4cc1-adb8-9f9747b22946","Олександр","","insurance","","","FALSE","",2017-09-06,"ПрАТ ""СТРАХОВА КОМПАНІЯ ""САЛАМАНДРА-УКРАЇНА""","","","1477044513536","","","","FALSE","",35423,"","","FALSE","FALSE","UAH","","j","13934129","","1520240346412","Зобов'язання за договорами страхування","Юридична особа, зареєстрована в Україні","1520240346412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Нечаєва  Алла Степанівна","дружина",35423
"Новак Наталія Василівна","Верховна Рада України","Народний депутат України","nacp_8f683d55-2c74-40ce-84aa-767e25420c05","Новак","FALSE","Василівна",2018-01-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_8f683d55-2c74-40ce-84aa-767e25420c05","Наталія","","insurance","","","FALSE","",2010-04-26,"","","","1","","","","FALSE","",1700,"","","FALSE","FALSE","UAH","","1","","","1477507299285","Зобов'язання за договорами страхування","","1477507299285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Новак Наталія Василівна",NA,1700
"Новинський Вадим Владиславович","Верховна Рада України","Народний депутат","nacp_da4751c5-5375-45ed-865c-0327e4709f03","Новинський","FALSE","Владиславович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_da4751c5-5375-45ed-865c-0327e4709f03","Вадим","","other","","","FALSE","",2017-12-31,"ТОВ ""Юридична фірма ""Ювента Україна""","","","1","","","","FALSE","",225000,"","","FALSE","FALSE","UAH","","j","34892083","юридичні послуги","1490793466739","Інше","Юридична особа, зареєстрована в Україні","1490793466739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Новинський Вадим Владиславович",NA,225000
"Новинський Вадим Владиславович","Верховна Рада України","Народний депутат","nacp_da4751c5-5375-45ed-865c-0327e4709f03","Новинський","FALSE","Владиславович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_da4751c5-5375-45ed-865c-0327e4709f03","Вадим","","taxes","","","FALSE","",2017-12-31,"УДКСУ у Печерському районі міста Києва","","","1","","","","FALSE","",26523526,"","","FALSE","FALSE","UAH","","j","38004897","","1477766177049","Несплачені податкові зобов'язання","Юридична особа, зареєстрована в Україні","1477766177049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Новинський Вадим Владиславович",NA,26523526
"Новинський Вадим Владиславович","Верховна Рада України","Народний депутат","nacp_da4751c5-5375-45ed-865c-0327e4709f03","Новинський","FALSE","Владиславович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_da4751c5-5375-45ed-865c-0327e4709f03","Вадим","","other","","","TRUE","Craigmuir Chambers, Road Town, Tortola VG11110, British Virgin Islands",2014-05-27,"","Крейгмур Чембез, м Роуд-Таун, о Тортола Ві Джі 1110, Британські Віргінські Острови","","1","Веморсіта Холдінгз Лтд","","","FALSE","",11572981,"","Vemorsita Holdings Ltd","FALSE","FALSE","EUR","1745481","j","","згідно з договором","1477766329932","Інше","Юридична особа, зареєстрована за кордоном","1477766329932",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0","0","Новинський Вадим Владиславович",NA,387641905.54
"Новинський Вадим Владиславович","Верховна Рада України","Народний депутат","nacp_da4751c5-5375-45ed-865c-0327e4709f03","Новинський","FALSE","Владиславович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_da4751c5-5375-45ed-865c-0327e4709f03","Вадим","","other","","","FALSE","",2017-12-31,"ТОВ ""ТФФ ""САНТИС""","","","1","","","","FALSE","",417011,"","","FALSE","FALSE","UAH","","j","30603074","транспортні послуги","1478173348038","Інше","Юридична особа, зареєстрована в Україні","1478173348038",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Новинський Вадим Владиславович",NA,417011
"Новинський Вадим Владиславович","Верховна Рада України","Народний депутат","nacp_da4751c5-5375-45ed-865c-0327e4709f03","Новинський","FALSE","Владиславович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_da4751c5-5375-45ed-865c-0327e4709f03","Вадим","","other","","","FALSE","",2017-12-31,"ТОВ ""Інформаційне агенство ""112-Україна""","","","1","","","","FALSE","",110448,"","","FALSE","FALSE","UAH","","j","40780718","за договором","1522089199400","Інше","Юридична особа, зареєстрована в Україні","1522089199400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Новинський Вадим Владиславович",NA,110448
"Новинський Вадим Владиславович","Верховна Рада України","Народний депутат","nacp_da4751c5-5375-45ed-865c-0327e4709f03","Новинський","FALSE","Владиславович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_da4751c5-5375-45ed-865c-0327e4709f03","Вадим","","loans_paid","","","FALSE","",2014-10-30,"ПАТ ""ЮНЕКС БАНК""","","","1","","","","FALSE","",292958,"","","FALSE","FALSE","UAH","","j","20023569","","1477765958921","Розмір сплачених коштів в рахунок процентів за позикою (кредитом)","Юридична особа, зареєстрована в Україні","1477765958921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Новинський Вадим Владиславович",NA,292958
"Новинський Вадим Владиславович","Верховна Рада України","Народний депутат","nacp_da4751c5-5375-45ed-865c-0327e4709f03","Новинський","FALSE","Владиславович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_da4751c5-5375-45ed-865c-0327e4709f03","Вадим","","other","","","FALSE","",2017-12-31,"ТОВ ""Максі Сервіс Компані""","","","1","","","","FALSE","",760529,"","","FALSE","FALSE","UAH","","j","39283837","заборгованність за послуги з обслуговування","1478173150467","Інше","Юридична особа, зареєстрована в Україні","1478173150467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Новинський Вадим Владиславович",NA,760529
"Новинський Вадим Владиславович","Верховна Рада України","Народний депутат","nacp_da4751c5-5375-45ed-865c-0327e4709f03","Новинський","FALSE","Владиславович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_da4751c5-5375-45ed-865c-0327e4709f03","Вадим","","other","","","FALSE","",2017-12-31,"ТОВ ""ЛС ПРОПЕРТІ""","","","1","","","","FALSE","",167468,"","","FALSE","FALSE","UAH","","j","41219535","за договором","1522089097739","Інше","Юридична особа, зареєстрована в Україні","1522089097739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Новинський Вадим Владиславович",NA,167468
"Новинський Вадим Владиславович","Верховна Рада України","Народний депутат","nacp_da4751c5-5375-45ed-865c-0327e4709f03","Новинський","FALSE","Владиславович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_da4751c5-5375-45ed-865c-0327e4709f03","Вадим","","other","","","FALSE","",2017-12-31,"ТОВ ""Фіанор""","","","1","","","","FALSE","",196935,"","","FALSE","FALSE","UAH","","j","39283842","послуги з охорони","1478173477366","Інше","Юридична особа, зареєстрована в Україні","1478173477366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Новинський Вадим Владиславович",NA,196935
"Новинський Вадим Владиславович","Верховна Рада України","Народний депутат","nacp_da4751c5-5375-45ed-865c-0327e4709f03","Новинський","FALSE","Владиславович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_da4751c5-5375-45ed-865c-0327e4709f03","Вадим","","other","","","FALSE","",2017-12-31,"ТОВ ""ФІАНОР""","","","1","","","","FALSE","",249973,"","","FALSE","FALSE","UAH","","j","39283842","за договором","1522316202492","Інше","Юридична особа, зареєстрована в Україні","1522316202492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Новинський Вадим Владиславович",NA,249973
"Новинський Вадим Владиславович","Верховна Рада України","Народний депутат","nacp_da4751c5-5375-45ed-865c-0327e4709f03","Новинський","FALSE","Владиславович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_da4751c5-5375-45ed-865c-0327e4709f03","Вадим","","other","","","FALSE","",2017-12-31,"ТОВ ""Поділ-2000""","","","1","","","","FALSE","",1659697,"","","FALSE","FALSE","UAH","","j","30778000","оренда нерухомого майна","1478173720162","Інше","Юридична особа, зареєстрована в Україні","1478173720162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Новинський Вадим Владиславович",NA,1659697
"Омельянович Денис Сергійович","Верховна Рада України","Народний депутат України ","nacp_36f4d93b-8a1d-47b7-ad24-2933b9c2a7cf","Омельянович","FALSE","Сергійович",2018-02-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_36f4d93b-8a1d-47b7-ad24-2933b9c2a7cf","Денис","","insurance","","","TRUE","Stefanovicova, 4, 81623 Bratislava Slovak Republic",2017-01-01,"","","","1477292494068","Kooperativa pojistovna, a.s.","","","FALSE","",579,"","Kooperativa pojistovna, a.s.","FALSE","FALSE","EUR","00585441","j","","","1488202349838","Зобов'язання за договорами страхування","Юридична особа, зареєстрована за кордоном","1488202349838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","0","Омельянович Вікторія Денисівна","дочка",19393.85
"Омельянович Денис Сергійович","Верховна Рада України","Народний депутат України ","nacp_36f4d93b-8a1d-47b7-ad24-2933b9c2a7cf","Омельянович","FALSE","Сергійович",2018-02-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_36f4d93b-8a1d-47b7-ad24-2933b9c2a7cf","Денис","","insurance","","","TRUE","Stefanovicova, 4, 81623 Bratislava Slovak Republic",2017-01-01,"","","","1477292590176","Kooperativa pojistovna, a.s.","","","FALSE","",520,"","Kooperativa pojistovna, a.s.","FALSE","FALSE","EUR","00585441","j","","","1488202724926","Зобов'язання за договорами страхування","Юридична особа, зареєстрована за кордоном","1488202724926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","0","Омельянович Максим  Денисович","син",17417.62
"Омельянович Денис Сергійович","Верховна Рада України","Народний депутат України ","nacp_36f4d93b-8a1d-47b7-ad24-2933b9c2a7cf","Омельянович","FALSE","Сергійович",2018-02-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_36f4d93b-8a1d-47b7-ad24-2933b9c2a7cf","Денис","","insurance","","","TRUE","Bajkalska 29a, 81360 Bratislava, Slovak Republic ",2017-01-01,"","","","1477292494068","UNION poistovna, a.s.","","","FALSE","",269,"","UNION poistovna, a.s.","FALSE","FALSE","EUR","31322051","j","","","1488201359629","Зобов'язання за договорами страхування","Юридична особа, зареєстрована за кордоном","1488201359629",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"2","0","Омельянович Вікторія Денисівна","дочка",9010.27
"Омельянович Денис Сергійович","Верховна Рада України","Народний депутат України ","nacp_36f4d93b-8a1d-47b7-ad24-2933b9c2a7cf","Омельянович","FALSE","Сергійович",2018-02-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_36f4d93b-8a1d-47b7-ad24-2933b9c2a7cf","Денис","","insurance","","","FALSE","",2017-06-09,"Приватне акціонерне товариство ""Страхова компанія ""АХА страхування""","","","1","","","","FALSE","",54467,"","","FALSE","FALSE","UAH","","j","20474912","","1477306469025","Зобов'язання за договорами страхування","Юридична особа, зареєстрована в Україні","1477306469025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Омельянович Денис Сергійович",NA,54467
"Омельянович Денис Сергійович","Верховна Рада України","Народний депутат України ","nacp_36f4d93b-8a1d-47b7-ad24-2933b9c2a7cf","Омельянович","FALSE","Сергійович",2018-02-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_36f4d93b-8a1d-47b7-ad24-2933b9c2a7cf","Денис","","insurance","","","TRUE","Italska 1583 24, 12000 Praha Czech Republic ",2017-01-01,"","","","1","Страхова компанія Максіма","","","FALSE","",299,"","Maxima pojistovna","FALSE","FALSE","EUR","61328464","j","","","1488201183772","Зобов'язання за договорами страхування","Юридична особа, зареєстрована за кордоном","1488201183772",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","0","Омельянович Денис Сергійович",NA,10015.13
