"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","person","legalForm","corporate_rights_company_code","country","corporate_rights_company_code_extendedstatus","iteration","en_name","name","dnt_cost_hidden","cost_percent","dnt_cost_percent_hidden","cost","object_id","ownershipType","otherOwnership","percent.ownership","cost_extendedstatus","cost_percent_extendedstatus","legalForm_extendedstatus","name_extendedstatus","en_name_extendedstatus","country_extendedstatus","declarant","subjectRelation"
"Карпунцов Валерій Віталійович","Верховна Рада України","народний депутат України","nacp_32f56ec0-bac9-486f-b9f8-3a3c4b9b0650","Карпунцов","FALSE","Віталійович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_32f56ec0-bac9-486f-b9f8-3a3c4b9b0650","Валерій","1476347758860","товариство з обмеженою відповідальністю","41660072","1",NA,"1522159177588","","ТОВ ""РОЙ-САНІТАТЕМ АКВА""","FALSE","50","FALSE","5000","1522159177588","Власність","",NA,NA,NA,NA,NA,NA,NA,"Карпунцова Ольга Іванівна","дружина"
"Кацуба Володимир Михайлович","Верховна Рада України","Народний депутат України","nacp_02a3d505-6c12-422e-bd19-f494514065e7","Кацуба","TRUE","Михайлович",2018-04-03,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_02a3d505-6c12-422e-bd19-f494514065e7","Володимир","1","Благодійна організація","40166121","1",NA,"1477573563585","","Благодійна організація ""Благодійний фонд ""Майбутнє будуємо разом - Кацуба Корпорейшн""","TRUE","50","FALSE","0","1477573563585","Власність","",NA,"1",NA,NA,NA,NA,NA,"Кацуба Володимир Михайлович",NA
"Кириченко Олексій Миколайович","Верховна Рада України","член комитету","nacp_dab5c23e-770f-4970-9c2a-11e50283b42a","Кириченко","TRUE","Миколайович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_dab5c23e-770f-4970-9c2a-11e50283b42a","Олексій","1","Споживчий кооператив","01234567","1",NA,"1477927933598","","СК Житлобуд","FALSE","16.65","FALSE","16650","1477927933598","Спільна власність","",16.65,NA,NA,NA,NA,NA,NA,"Кириченко Олексій Миколайович",NA
"Кісельов Андрій Миколайович","Верховна Рада України","Народний депутат України","nacp_9a0fd208-25cd-42a2-a822-f1967fbecb95","Кісельов","FALSE","Миколайович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9a0fd208-25cd-42a2-a822-f1967fbecb95","Андрій","1","Товариство з обмеженою відповідальністю","40753621","1",NA,"1483622155290","","Товариство з обмеженою видповідальністю ""Укртрейд Компані ЛТД"" ","FALSE","50","FALSE","500000","1483622155290","Власність","",NA,NA,NA,NA,NA,NA,NA,"Кісельов Андрій Миколайович",NA
"Кісельов Андрій Миколайович","Верховна Рада України","Народний депутат України","nacp_9a0fd208-25cd-42a2-a822-f1967fbecb95","Кісельов","FALSE","Миколайович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9a0fd208-25cd-42a2-a822-f1967fbecb95","Андрій","1483614948977","Товариство з обмеженою відповідальністю","40753621","1",NA,"1521636592342","","Товариство з обмеженою відповідальністю ""Укртрейд Компані ЛТД""","FALSE","50","FALSE","500000","1521636592342","Власність","",NA,NA,NA,NA,"0",NA,NA,"Кісельова Наталя Сергіївна","дружина"
"Кіссе Антон Іванович","Верховна Рада України","Народний депутат","nacp_fd048d9d-a8fd-4849-b8f9-a1d14e7ba39f","Кіссе","TRUE","Іванович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fd048d9d-a8fd-4849-b8f9-a1d14e7ba39f","Антон","1489738780937","Споживче товаривство","38642671","1",NA,"1521798744625","","Споживче товаривство ""Будова-Оптима""","FALSE","0","TRUE","2119835","1521798744625","Власність","",NA,NA,"1",NA,NA,NA,NA,"Кіссе Галина Анатоліївна","дружина"
"Кіссе Антон Іванович","Верховна Рада України","Народний депутат","nacp_fd048d9d-a8fd-4849-b8f9-a1d14e7ba39f","Кіссе","TRUE","Іванович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fd048d9d-a8fd-4849-b8f9-a1d14e7ba39f","Антон","1489738780937","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ","200730492","27",NA,"1489747194817","PEARL-TOUR 1 ","ТОВ ""ПЕРЛА-ТУР1""","FALSE","100","FALSE","72662","1489747194817","Власність","",NA,"0",NA,NA,NA,NA,NA,"Кіссе Галина Анатоліївна","дружина"
"Кіссе Антон Іванович","Верховна Рада України","Народний депутат","nacp_fd048d9d-a8fd-4849-b8f9-a1d14e7ba39f","Кіссе","TRUE","Іванович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fd048d9d-a8fd-4849-b8f9-a1d14e7ba39f","Антон","1489738780937","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ","36554311","1",NA,"1489746703968","","ТОВ ""БУЛГАР-ТРАВЕЛ-ТУР""","FALSE","50","FALSE","31500","1489746703968","Власність","",NA,NA,NA,NA,NA,NA,NA,"Кіссе Галина Анатоліївна","дружина"
"Кіссе Антон Іванович","Верховна Рада України","Народний депутат","nacp_fd048d9d-a8fd-4849-b8f9-a1d14e7ba39f","Кіссе","TRUE","Іванович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fd048d9d-a8fd-4849-b8f9-a1d14e7ba39f","Антон","1489738780937","ПРИВАТНЕ ПІДПРИЄМСТВО","25025047","1",NA,"1489746941296","","ПП ""ФЕНІКС""","FALSE","100","FALSE","20000","1489746941296","Власність","",NA,NA,NA,NA,NA,NA,NA,"Кіссе Галина Анатоліївна","дружина"
"Кіссе Антон Іванович","Верховна Рада України","Народний депутат","nacp_fd048d9d-a8fd-4849-b8f9-a1d14e7ba39f","Кіссе","TRUE","Іванович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fd048d9d-a8fd-4849-b8f9-a1d14e7ba39f","Антон","1489738780937","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ","31596928","1",NA,"1489746828536","","ТОВ ""ДЕЛЕНИ""","FALSE","18.81","FALSE","2182000","1489746828536","Власність","",NA,NA,NA,NA,NA,NA,NA,"Кіссе Галина Анатоліївна","дружина"
"Кіт Андрій Богданович","Верховна Рада України","Народний депутат України","nacp_f435a5e6-1e00-4d8f-bef1-23b3ac099c58","Кіт","FALSE","Богданович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f435a5e6-1e00-4d8f-bef1-23b3ac099c58","Андрій","1477628693301","тов","39391525","1",NA,"1477757843495","","ТОВ ""Сади Галичини""","FALSE","33.36","FALSE","278452","1477757843495","Спільна власність","",33.36,NA,NA,NA,NA,NA,NA,"Кіт Марія Петрівна","дружина"
"Кіт Андрій Богданович","Верховна Рада України","Народний депутат України","nacp_f435a5e6-1e00-4d8f-bef1-23b3ac099c58","Кіт","FALSE","Богданович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f435a5e6-1e00-4d8f-bef1-23b3ac099c58","Андрій","1477628693301","тов","38429416","1",NA,"1477756970457","","Тов""Галич екофрукт""","FALSE","33.34","FALSE","633456","1477756970457","Спільна власність","",33.34,"0",NA,NA,NA,NA,NA,"Кіт Марія Петрівна","дружина"
"Кіт Андрій Богданович","Верховна Рада України","Народний депутат України","nacp_f435a5e6-1e00-4d8f-bef1-23b3ac099c58","Кіт","FALSE","Богданович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f435a5e6-1e00-4d8f-bef1-23b3ac099c58","Андрій","1477628693301","тов","39086297","1",NA,"1477757359194","","ТОВ "" Любинецький млин""","FALSE","75","FALSE","1199700","1477757359194","Спільна власність","",75,NA,NA,NA,NA,NA,NA,"Кіт Марія Петрівна","дружина"
"Кіт Андрій Богданович","Верховна Рада України","Народний депутат України","nacp_f435a5e6-1e00-4d8f-bef1-23b3ac099c58","Кіт","FALSE","Богданович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f435a5e6-1e00-4d8f-bef1-23b3ac099c58","Андрій","1477628693301","тов","36914098","1",NA,"1477757511380","","ТОВ ""Підгорецьке молочко""","FALSE","100","FALSE","5000","1477757511380","Власність","",NA,NA,NA,NA,NA,NA,NA,"Кіт Марія Петрівна","дружина"
"Клімов Леонід Михайлович","Верховна Рада України","Народний депутат України","nacp_069e37ec-bcf5-4857-988c-26284e70a477","Клімов","FALSE","Михайлович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_069e37ec-bcf5-4857-988c-26284e70a477","Леонід","1485266227415","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ","25413973","1",NA,"1485440878096","","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЖИТЛОВЕ ЕКСПЛУАТАЦІЙНО-СЕРВІСНЕ УПРАВЛІННЯ ""ПРИМОР'Є""","FALSE","10","FALSE","28050","1485440878096","Власність","",NA,NA,NA,NA,NA,NA,NA,"Клімова  Тетяна Юріївна","дружина"
"Клімов Леонід Михайлович","Верховна Рада України","Народний депутат України","nacp_069e37ec-bcf5-4857-988c-26284e70a477","Клімов","FALSE","Михайлович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_069e37ec-bcf5-4857-988c-26284e70a477","Леонід","1485266379623","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ","40750437","1",NA,"1485441431865","","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТУРФІРМА ""КАЙЗЕР ТУР""","FALSE","100","FALSE","100000","1485441431865","Власність","",NA,NA,NA,NA,NA,NA,NA,"Клімов Олексій Леонідович","син"
"Клімов Леонід Михайлович","Верховна Рада України","Народний депутат України","nacp_069e37ec-bcf5-4857-988c-26284e70a477","Клімов","FALSE","Михайлович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_069e37ec-bcf5-4857-988c-26284e70a477","Леонід","1","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ","23872814","1",NA,"1485425591146","","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПАРУС""","FALSE","9","FALSE","4500","1485425591146","Власність","",NA,NA,NA,NA,NA,NA,NA,"Клімов Леонід Михайлович",NA
"Клімов Леонід Михайлович","Верховна Рада України","Народний депутат України","nacp_069e37ec-bcf5-4857-988c-26284e70a477","Клімов","FALSE","Михайлович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_069e37ec-bcf5-4857-988c-26284e70a477","Леонід","1","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ","40788628","1",NA,"1517494048047","","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЧОРНОМОРЕЦЬ 1936""","FALSE","98","FALSE","98000","1517494048047","Власність","",NA,NA,NA,NA,NA,NA,NA,"Клімов Леонід Михайлович",NA
"Клімов Леонід Михайлович","Верховна Рада України","Народний депутат України","nacp_069e37ec-bcf5-4857-988c-26284e70a477","Клімов","FALSE","Михайлович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_069e37ec-bcf5-4857-988c-26284e70a477","Леонід","1","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ","20963918","1",NA,"1485417762813","","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АВЕНСІС""","FALSE","0.02","FALSE","20000","1485417762813","Власність","",NA,NA,NA,NA,NA,NA,NA,"Клімов Леонід Михайлович",NA
"Клімов Леонід Михайлович","Верховна Рада України","Народний депутат України","nacp_069e37ec-bcf5-4857-988c-26284e70a477","Клімов","FALSE","Михайлович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_069e37ec-bcf5-4857-988c-26284e70a477","Леонід","1485266227415","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ","23871602","1",NA,"1485441079262","","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПРИМОР'Є-КОНСАЛТ""","FALSE","27.08","FALSE","27082","1485441079262","Власність","",NA,NA,NA,NA,NA,NA,NA,"Клімова  Тетяна Юріївна","дружина"
"Клімов Леонід Михайлович","Верховна Рада України","Народний депутат України","nacp_069e37ec-bcf5-4857-988c-26284e70a477","Клімов","FALSE","Михайлович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_069e37ec-bcf5-4857-988c-26284e70a477","Леонід","1","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ","37422268","1",NA,"1485427221598","","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ФУТБОЛЬНИЙ КЛУБ ""ЧОРНОМОРЕЦЬ""","FALSE","45","FALSE","229500","1485427221598","Власність","",NA,NA,NA,NA,NA,NA,NA,"Клімов Леонід Михайлович",NA
"Клімов Леонід Михайлович","Верховна Рада України","Народний депутат України","nacp_069e37ec-bcf5-4857-988c-26284e70a477","Клімов","FALSE","Михайлович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_069e37ec-bcf5-4857-988c-26284e70a477","Леонід","1","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ","32145683","1",NA,"1485418653360","","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""УКРБУДСПЕЦТЕХ""","FALSE","1.83","FALSE","7826200","1485418653360","Власність","",NA,NA,NA,NA,NA,NA,NA,"Клімов Леонід Михайлович",NA
"Клімов Леонід Михайлович","Верховна Рада України","Народний депутат України","nacp_069e37ec-bcf5-4857-988c-26284e70a477","Клімов","FALSE","Михайлович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_069e37ec-bcf5-4857-988c-26284e70a477","Леонід","1","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ","25413973","1",NA,"1485421791467","","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЖИТЛОВЕ ЕКСПЛУАТАЦІЙНО-СЕРВІСНЕ УПРАВЛІННЯ ""ПРИМОР'Є""","FALSE","72","FALSE","201960","1485421791467","Власність","",NA,NA,NA,NA,NA,NA,NA,"Клімов Леонід Михайлович",NA
"Клімов Леонід Михайлович","Верховна Рада України","Народний депутат України","nacp_069e37ec-bcf5-4857-988c-26284e70a477","Клімов","FALSE","Михайлович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_069e37ec-bcf5-4857-988c-26284e70a477","Леонід","1","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ","23871602","1",NA,"1485425737332","","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПРИМОР'Є-КОНСАЛТ""","FALSE","19.4","FALSE","19404","1485425737332","Власність","",NA,NA,NA,NA,NA,NA,NA,"Клімов Леонід Михайлович",NA
"Клімов Леонід Михайлович","Верховна Рада України","Народний депутат України","nacp_069e37ec-bcf5-4857-988c-26284e70a477","Клімов","FALSE","Михайлович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_069e37ec-bcf5-4857-988c-26284e70a477","Леонід","1","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ","33217926","1",NA,"1485426477821","","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЕЛЕКУСТ""","FALSE","3.94","FALSE","5576500","1485426477821","Власність","",NA,NA,NA,NA,NA,NA,NA,"Клімов Леонід Михайлович",NA
"Клімов Леонід Михайлович","Верховна Рада України","Народний депутат України","nacp_069e37ec-bcf5-4857-988c-26284e70a477","Клімов","FALSE","Михайлович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_069e37ec-bcf5-4857-988c-26284e70a477","Леонід","1","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ","33217140","1",NA,"1485426203039","","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕХСАНІТ""","FALSE","2.14","FALSE","2976500","1485426203039","Власність","",NA,NA,NA,NA,NA,NA,NA,"Клімов Леонід Михайлович",NA
"Княжицький Микола Леонідович","Верховна Рада України","народний депутат України, Голова Комітету Веховної Ради України з питань культури і духовності ","nacp_b2de4cbf-2b2d-4096-b680-1567d9eb710c","Княжицький","FALSE","Леонідович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b2de4cbf-2b2d-4096-b680-1567d9eb710c","Микола","1485944207334","товариство з обмеженою відповідальністю","37716815","1",NA,"1522252733469","","товариство з обмеженою відповідальністю ""АСТРА ФІНАНС"" ","FALSE","22.5","FALSE","31950","1522252733469","Власність","",NA,NA,NA,NA,NA,NA,NA,"Княжицька Лариса  Францівна","дружина"
"Княжицький Микола Леонідович","Верховна Рада України","народний депутат України, Голова Комітету Веховної Ради України з питань культури і духовності ","nacp_b2de4cbf-2b2d-4096-b680-1567d9eb710c","Княжицький","FALSE","Леонідович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b2de4cbf-2b2d-4096-b680-1567d9eb710c","Микола","1485944207334","товариство з обмеженою відповідальністю","38890410","1",NA,"1485954557232","","товариство з обмеженою відповідальністю ""НОВИНИ-ТВ""","FALSE","99","FALSE","3217500","1485954557232","Власність","",NA,NA,NA,NA,NA,NA,NA,"Княжицька Лариса  Францівна","дружина"
"Княжицький Микола Леонідович","Верховна Рада України","народний депутат України, Голова Комітету Веховної Ради України з питань культури і духовності ","nacp_b2de4cbf-2b2d-4096-b680-1567d9eb710c","Княжицький","FALSE","Леонідович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b2de4cbf-2b2d-4096-b680-1567d9eb710c","Микола","1","товариство з обмеженою відповідальністю","36677063","1",NA,"1485955915402","","товариство з обмеженою відповідальністю ""ІНТЕРПРОФІТ""","FALSE","1","FALSE","5690","1485955915402","Власність","",NA,NA,NA,NA,NA,NA,NA,"Княжицький Микола Леонідович",NA
"Княжицький Микола Леонідович","Верховна Рада України","народний депутат України, Голова Комітету Веховної Ради України з питань культури і духовності ","nacp_b2de4cbf-2b2d-4096-b680-1567d9eb710c","Княжицький","FALSE","Леонідович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b2de4cbf-2b2d-4096-b680-1567d9eb710c","Микола","1","товариство з обмеженою відповідальністю","32767870","1",NA,"1485956043376","","товариство з обмеженою відповідальністю ""РЕДАКЦІЯ ГАЗЕТИ ""ВЕЧІРНЯ ГАЗЕТА""","FALSE","25","FALSE","25000","1485956043376","Власність","",NA,NA,NA,NA,NA,NA,NA,"Княжицький Микола Леонідович",NA
"Кобцев Михайло Валентинович","Верховна рада України","Народний депутат України","nacp_7cf9aeb9-7f1c-4907-8d7b-47a715e387f9","Кобцев","FALSE","Валентинович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_7cf9aeb9-7f1c-4907-8d7b-47a715e387f9","Михайло","1521467427833","Товариство з обмеженою відповідальністю","32947706","1",NA,"1521545274193","","Товариство з обмеженою відповідальністю "" ТОП-ГУДС""","FALSE","35","FALSE","7175","1521545274193","Спільна власність","",35,NA,NA,NA,NA,NA,NA,"Кобцева Ірина Євгенівна","дружина"
"Кобцев Михайло Валентинович","Верховна рада України","Народний депутат України","nacp_7cf9aeb9-7f1c-4907-8d7b-47a715e387f9","Кобцев","FALSE","Валентинович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_7cf9aeb9-7f1c-4907-8d7b-47a715e387f9","Михайло","1521467427833","Благодійна організація","40366130","1",NA,"1521472225701","","Благодійна організація ""Благодійний фонд Михайла Кобцева""","TRUE","0","TRUE","0","1521472225701","Власність","",NA,"1","1",NA,NA,NA,NA,"Кобцева Ірина Євгенівна","дружина"
"Кобцев Михайло Валентинович","Верховна рада України","Народний депутат України","nacp_7cf9aeb9-7f1c-4907-8d7b-47a715e387f9","Кобцев","FALSE","Валентинович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_7cf9aeb9-7f1c-4907-8d7b-47a715e387f9","Михайло","1521467427833","Товариство з обмеженою відповідальністю","38526265","1",NA,"1521545070562","","Товариство з обмеженою відповідальністю ""Сучасні системи пакування""","FALSE","100","FALSE","1620","1521545070562","Власність","",NA,NA,NA,NA,NA,NA,NA,"Кобцева Ірина Євгенівна","дружина"
"Кодола Олександр Михайлович","Верховна Рада України","народний депутат України","nacp_88adcfd1-f27b-46ea-a60b-35999b731cee","Кодола","TRUE","Михайлович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_88adcfd1-f27b-46ea-a60b-35999b731cee","Олександр","1477050475667","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ","30167045","1",NA,"1489934796822","","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЖИТЛО-СЕРВІС"" (ТОВ ""ЖИТЛО-СЕРВІС"")","FALSE","50","FALSE","17187","1489934796822","Власність","",NA,NA,NA,NA,NA,NA,NA,"Кодола Катерина Василівна","дружина"
"Кодола Олександр Михайлович","Верховна Рада України","народний депутат України","nacp_88adcfd1-f27b-46ea-a60b-35999b731cee","Кодола","TRUE","Михайлович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_88adcfd1-f27b-46ea-a60b-35999b731cee","Олександр","1477050475667","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ","40800655","1",NA,"1489950171688","","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ГЕРМЕС ОХОРОНА"" (ТОВ ""ГЕРМЕС ОХОРОНА"")","FALSE","25","FALSE","250","1489950171688","Власність","",NA,NA,NA,NA,NA,NA,NA,"Кодола Катерина Василівна","дружина"
"Кодола Олександр Михайлович","Верховна Рада України","народний депутат України","nacp_88adcfd1-f27b-46ea-a60b-35999b731cee","Кодола","TRUE","Михайлович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_88adcfd1-f27b-46ea-a60b-35999b731cee","Олександр","1477050475667","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ","41429217","1",NA,"1521374113735","","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕРРА ТОП"" (ТОВ ""ТЕРРА ТОП"")","FALSE","25","FALSE","250000","1521374113735","Власність","",NA,NA,NA,NA,NA,NA,NA,"Кодола Катерина Василівна","дружина"
"Козак Тарас Романович","Верховна Рада України","Народний депутат України","nacp_33f89247-a86c-4119-9843-bdffb96da18d","Козак","FALSE","Романович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_33f89247-a86c-4119-9843-bdffb96da18d","Тарас","1","компанія з обмеженою відповідальністю","295079","101",NA,"1476801155353","Turul Investments Limited ","ТУРУЛ ІНВЕСТМЕНТС ЛІМІТЕД","FALSE","100","FALSE","11341","1476801155353","Власність","",NA,NA,NA,NA,NA,NA,NA,"Козак Тарас Романович",NA
"Козак Тарас Романович","Верховна Рада України","Народний депутат України","nacp_33f89247-a86c-4119-9843-bdffb96da18d","Козак","FALSE","Романович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_33f89247-a86c-4119-9843-bdffb96da18d","Тарас","1","товариство з обмеженою відповідальністю","38956873","1",NA,"1476863341387","","Укрсвіс Легал Сервісис","FALSE","50","FALSE","7993","1476863341387","Власність","",NA,NA,NA,NA,NA,NA,NA,"Козак Тарас Романович",NA
"Козак Тарас Романович","Верховна Рада України","Народний депутат України","nacp_33f89247-a86c-4119-9843-bdffb96da18d","Козак","FALSE","Романович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_33f89247-a86c-4119-9843-bdffb96da18d","Тарас","1","Благодійна Організація","38099418","1",NA,"1477631848325","","Благодійний Фонд ""Разом-Здолаємо""","FALSE","100","FALSE","0","1477631848325","Власність","",NA,NA,NA,NA,NA,NA,NA,"Козак Тарас Романович",NA
"Козаченко Леонід Петрович","Верховна Рада України","Народний депутат України","nacp_6b0ffb7d-c279-4c4b-a3a2-e3ad1b1993de","Козаченко","FALSE","Петрович",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6b0ffb7d-c279-4c4b-a3a2-e3ad1b1993de","Леонід","1","ТОВ","35830536","1",NA,"1479484901358","","ТОВ ""НТІ УКРАЇНА""","FALSE","100","FALSE","2000000","1479484901358","Власність","",NA,NA,NA,NA,NA,NA,NA,"Козаченко Леонід Петрович",NA
"Козаченко Леонід Петрович","Верховна Рада України","Народний депутат України","nacp_6b0ffb7d-c279-4c4b-a3a2-e3ad1b1993de","Козаченко","FALSE","Петрович",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6b0ffb7d-c279-4c4b-a3a2-e3ad1b1993de","Леонід","1","ТОВ","30635651","1",NA,"1479485000860","","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АГРОБІЗНЕСПРОМ""","FALSE","5","FALSE","22500","1479485000860","Власність","",NA,NA,NA,NA,NA,NA,NA,"Козаченко Леонід Петрович",NA
"Козаченко Леонід Петрович","Верховна Рада України","Народний депутат України","nacp_6b0ffb7d-c279-4c4b-a3a2-e3ad1b1993de","Козаченко","FALSE","Петрович",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6b0ffb7d-c279-4c4b-a3a2-e3ad1b1993de","Леонід","1","ТОВ","22870316","1",NA,"1479485132110","","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕНДЕР""","FALSE","33.4","FALSE","1628.24","1479485132110","Власність","",NA,NA,NA,NA,NA,NA,NA,"Козаченко Леонід Петрович",NA
"Козаченко Леонід Петрович","Верховна Рада України","Народний депутат України","nacp_6b0ffb7d-c279-4c4b-a3a2-e3ad1b1993de","Козаченко","FALSE","Петрович",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6b0ffb7d-c279-4c4b-a3a2-e3ad1b1993de","Леонід","1","ТОВ","38812216","1",NA,"1479484766645","","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""Інпродтрейд""","FALSE","99","FALSE","14850","1479484766645","Власність","",NA,NA,NA,NA,NA,NA,NA,"Козаченко Леонід Петрович",NA
